draw,total_points_TFT,average_points_TFT,total_points_TFT95,average_points_TFT95
776,1.38,1.38,1.394,1.394
777,1.379,1.379,1.393,1.393
778,1.379,1.379,1.393,1.393
779,1.378,1.378,1.392,1.392
780,1.378,1.378,1.392,1.392
781,1.377,1.377,1.391,1.391
782,1.377,1.377,1.391,1.391
783,1.377,1.377,1.39,1.39
784,1.376,1.376,1.39,1.39
785,1.376,1.376,1.389,1.389
786,1.375,1.375,1.389,1.389
787,1.375,1.375,1.388,1.388
788,1.374,1.374,1.388,1.388
789,1.374,1.374,1.387,1.387
790,1.373,1.373,1.387,1.387
791,1.373,1.373,1.386,1.386
792,1.372,1.372,1.386,1.386
793,1.372,1.372,1.385,1.385
794,1.371,1.371,1.385,1.385
795,1.371,1.371,1.384,1.384
796,1.37,1.37,1.384,1.384
797,1.37,1.37,1.383,1.383
798,1.37,1.37,1.383,1.383
799,1.369,1.369,1.382,1.382
800,1.369,1.369,1.382,1.382
801,1.368,1.368,1.382,1.382
802,1.368,1.368,1.381,1.381
803,1.367,1.367,1.381,1.381
804,1.367,1.367,1.38,1.38
805,1.366,1.366,1.38,1.38
806,1.366,1.366,1.379,1.379
807,1.365,1.365,1.379,1.379
808,1.365,1.365,1.378,1.378
809,1.365,1.365,1.378,1.378
810,1.364,1.364,1.377,1.377
811,1.364,1.364,1.377,1.377
812,1.363,1.363,1.376,1.376
813,1.363,1.363,1.376,1.376
814,1.362,1.362,1.375,1.375
815,1.362,1.362,1.375,1.375
816,1.361,1.361,1.375,1.375
817,1.361,1.361,1.374,1.374
818,1.361,1.361,1.374,1.374
819,1.36,1.36,1.373,1.373
820,1.36,1.36,1.373,1.373
821,1.359,1.359,1.372,1.372
822,1.359,1.359,1.372,1.372
823,1.358,1.358,1.371,1.371
824,1.358,1.358,1.371,1.371
825,1.358,1.358,1.371,1.371
826,1.357,1.357,1.37,1.37
827,1.357,1.357,1.37,1.37
828,1.356,1.356,1.369,1.369
829,1.356,1.356,1.369,1.369
830,1.355,1.355,1.368,1.368
831,1.355,1.355,1.368,1.368
832,1.355,1.355,1.367,1.367
833,1.354,1.354,1.367,1.367
834,1.354,1.354,1.367,1.367
835,1.353,1.353,1.366,1.366
836,1.353,1.353,1.366,1.366
837,1.352,1.352,1.365,1.365
838,1.352,1.352,1.365,1.365
839,1.352,1.352,1.364,1.364
840,1.351,1.351,1.364,1.364
841,1.351,1.351,1.364,1.364
842,1.35,1.35,1.363,1.363
843,1.35,1.35,1.363,1.363
844,1.35,1.35,1.362,1.362
845,1.349,1.349,1.362,1.362
846,1.349,1.349,1.361,1.361
847,1.348,1.348,1.361,1.361
848,1.348,1.348,1.361,1.361
849,1.347,1.347,1.36,1.36
850,1.347,1.347,1.36,1.36
851,1.347,1.347,1.359,1.359
852,1.346,1.346,1.359,1.359
853,1.346,1.346,1.358,1.358
854,1.345,1.345,1.358,1.358
855,1.345,1.345,1.358,1.358
856,1.345,1.345,1.357,1.357
857,1.344,1.344,1.357,1.357
858,1.344,1.344,1.356,1.356
859,1.343,1.343,1.356,1.356
860,1.343,1.343,1.356,1.356
861,1.343,1.343,1.355,1.355
862,1.342,1.342,1.355,1.355
863,1.342,1.342,1.354,1.354
864,1.342,1.342,1.354,1.354
865,1.341,1.341,1.353,1.353
866,1.341,1.341,1.353,1.353
867,1.34,1.34,1.353,1.353
868,1.34,1.34,1.352,1.352
869,1.34,1.34,1.352,1.352
870,1.339,1.339,1.351,1.351
871,1.339,1.339,1.351,1.351
872,1.338,1.338,1.351,1.351
873,1.338,1.338,1.35,1.35
874,1.338,1.338,1.35,1.35
875,1.337,1.337,1.349,1.349
876,1.337,1.337,1.349,1.349
877,1.336,1.336,1.349,1.349
878,1.336,1.336,1.348,1.348
879,1.336,1.336,1.348,1.348
880,1.335,1.335,1.348,1.348
881,1.335,1.335,1.347,1.347
882,1.335,1.335,1.347,1.347
883,1.334,1.334,1.346,1.346
884,1.334,1.334,1.346,1.346
885,1.333,1.333,1.346,1.346
886,1.333,1.333,1.345,1.345
887,1.333,1.333,1.345,1.345
888,1.332,1.332,1.344,1.344
889,1.332,1.332,1.344,1.344
890,1.332,1.332,1.344,1.344
891,1.331,1.331,1.343,1.343
892,1.331,1.331,1.343,1.343
893,1.33,1.33,1.342,1.342
894,1.33,1.33,1.342,1.342
895,1.33,1.33,1.342,1.342
896,1.329,1.329,1.341,1.341
897,1.329,1.329,1.341,1.341
898,1.329,1.329,1.341,1.341
899,1.328,1.328,1.34,1.34
900,1.328,1.328,1.34,1.34
901,1.328,1.328,1.339,1.339
902,1.327,1.327,1.339,1.339
903,1.327,1.327,1.339,1.339
904,1.326,1.326,1.338,1.338
905,1.326,1.326,1.338,1.338
906,1.326,1.326,1.338,1.338
907,1.325,1.325,1.337,1.337
908,1.325,1.325,1.337,1.337
909,1.325,1.325,1.336,1.336
910,1.324,1.324,1.336,1.336
911,1.324,1.324,1.336,1.336
912,1.324,1.324,1.335,1.335
913,1.323,1.323,1.335,1.335
914,1.323,1.323,1.335,1.335
915,1.323,1.323,1.334,1.334
916,1.322,1.322,1.334,1.334
917,1.322,1.322,1.334,1.334
918,1.322,1.322,1.333,1.333
919,1.321,1.321,1.333,1.333
920,1.321,1.321,1.332,1.332
921,1.32,1.32,1.332,1.332
922,1.32,1.32,1.332,1.332
923,1.32,1.32,1.331,1.331
924,1.319,1.319,1.331,1.331
925,1.319,1.319,1.331,1.331
926,1.319,1.319,1.33,1.33
927,1.318,1.318,1.33,1.33
928,1.318,1.318,1.33,1.33
929,1.318,1.318,1.329,1.329
930,1.317,1.317,1.329,1.329
931,1.317,1.317,1.329,1.329
932,1.317,1.317,1.328,1.328
933,1.316,1.316,1.328,1.328
934,1.316,1.316,1.328,1.328
935,1.316,1.316,1.327,1.327
936,1.315,1.315,1.327,1.327
937,1.315,1.315,1.326,1.326
938,1.315,1.315,1.326,1.326
939,1.314,1.314,1.326,1.326
940,1.314,1.314,1.325,1.325
941,1.314,1.314,1.325,1.325
942,1.313,1.313,1.325,1.325
943,1.313,1.313,1.324,1.324
944,1.313,1.313,1.324,1.324
945,1.312,1.312,1.324,1.324
946,1.312,1.312,1.323,1.323
947,1.312,1.312,1.323,1.323
948,1.311,1.311,1.323,1.323
949,1.311,1.311,1.322,1.322
950,1.311,1.311,1.322,1.322
951,1.31,1.31,1.322,1.322
952,1.31,1.31,1.321,1.321
953,1.31,1.31,1.321,1.321
954,1.309,1.309,1.321,1.321
955,1.309,1.309,1.32,1.32
956,1.309,1.309,1.32,1.32
957,1.308,1.308,1.32,1.32
958,1.308,1.308,1.319,1.319
959,1.308,1.308,1.319,1.319
960,1.308,1.308,1.319,1.319
961,1.307,1.307,1.318,1.318
962,1.307,1.307,1.318,1.318
963,1.307,1.307,1.318,1.318
964,1.306,1.306,1.317,1.317
965,1.306,1.306,1.317,1.317
966,1.306,1.306,1.317,1.317
967,1.305,1.305,1.316,1.316
968,1.305,1.305,1.316,1.316
969,1.305,1.305,1.316,1.316
970,1.304,1.304,1.315,1.315
971,1.304,1.304,1.315,1.315
972,1.304,1.304,1.315,1.315
973,1.303,1.303,1.314,1.314
974,1.303,1.303,1.314,1.314
975,1.303,1.303,1.314,1.314
976,1.302,1.302,1.313,1.313
977,1.302,1.302,1.313,1.313
978,1.302,1.302,1.313,1.313
979,1.302,1.302,1.313,1.313
980,1.301,1.301,1.312,1.312
981,1.301,1.301,1.312,1.312
982,1.301,1.301,1.312,1.312
983,1.3,1.3,1.311,1.311
984,1.3,1.3,1.311,1.311
985,1.3,1.3,1.311,1.311
986,1.299,1.299,1.31,1.31
987,1.299,1.299,1.31,1.31
988,1.299,1.299,1.31,1.31
989,1.299,1.299,1.309,1.309
990,1.298,1.298,1.309,1.309
991,1.298,1.298,1.309,1.309
992,1.298,1.298,1.308,1.308
993,1.297,1.297,1.308,1.308
994,1.297,1.297,1.308,1.308
995,1.297,1.297,1.308,1.308
996,1.296,1.296,1.307,1.307
997,1.296,1.296,1.307,1.307
998,1.296,1.296,1.307,1.307
999,1.296,1.296,1.306,1.306
1000,1.295,1.295,1.306,1.306
1001,1.295,1.295,1.306,1.306
1002,1.295,1.295,1.305,1.305
1003,1.294,1.294,1.305,1.305
1004,1.294,1.294,1.305,1.305
1005,1.294,1.294,1.304,1.304
1006,1.293,1.293,1.304,1.304
1007,1.293,1.293,1.304,1.304
1008,1.293,1.293,1.304,1.304
1009,1.293,1.293,1.303,1.303
1010,1.292,1.292,1.303,1.303
1011,1.292,1.292,1.303,1.303
1012,1.292,1.292,1.302,1.302
1013,1.291,1.291,1.302,1.302
1014,1.291,1.291,1.302,1.302
1015,1.291,1.291,1.301,1.301
1016,1.291,1.291,1.301,1.301
1017,1.29,1.29,1.301,1.301
1018,1.29,1.29,1.301,1.301
1019,1.29,1.29,1.3,1.3
1020,1.289,1.289,1.3,1.3
1021,1.289,1.289,1.3,1.3
1022,1.289,1.289,1.299,1.299
1023,1.289,1.289,1.299,1.299
1024,1.288,1.288,1.299,1.299
1025,1.288,1.288,1.299,1.299
1026,1.288,1.288,1.298,1.298
1027,1.287,1.287,1.298,1.298
1028,1.287,1.287,1.298,1.298
1029,1.287,1.287,1.297,1.297
1030,1.287,1.287,1.297,1.297
1031,1.286,1.286,1.297,1.297
1032,1.286,1.286,1.296,1.296
1033,1.286,1.286,1.296,1.296
1034,1.286,1.286,1.296,1.296
1035,1.285,1.285,1.296,1.296
1036,1.285,1.285,1.295,1.295
1037,1.285,1.285,1.295,1.295
1038,1.284,1.284,1.295,1.295
1039,1.284,1.284,1.295,1.295
1040,1.284,1.284,1.294,1.294
1041,1.284,1.284,1.294,1.294
1042,1.283,1.283,1.294,1.294
1043,1.283,1.283,1.293,1.293
1044,1.283,1.283,1.293,1.293
1045,1.283,1.283,1.293,1.293
1046,1.282,1.282,1.293,1.293
1047,1.282,1.282,1.292,1.292
1048,1.282,1.282,1.292,1.292
1049,1.281,1.281,1.292,1.292
1050,1.281,1.281,1.291,1.291
1051,1.281,1.281,1.291,1.291
1052,1.281,1.281,1.291,1.291
1053,1.28,1.28,1.291,1.291
1054,1.28,1.28,1.29,1.29
1055,1.28,1.28,1.29,1.29
1056,1.28,1.28,1.29,1.29
1057,1.279,1.279,1.289,1.289
1058,1.279,1.279,1.289,1.289
1059,1.279,1.279,1.289,1.289
1060,1.279,1.279,1.289,1.289
1061,1.278,1.278,1.288,1.288
1062,1.278,1.278,1.288,1.288
1063,1.278,1.278,1.288,1.288
1064,1.277,1.277,1.288,1.288
1065,1.277,1.277,1.287,1.287
1066,1.277,1.277,1.287,1.287
1067,1.277,1.277,1.287,1.287
1068,1.276,1.276,1.287,1.287
1069,1.276,1.276,1.286,1.286
1070,1.276,1.276,1.286,1.286
1071,1.276,1.276,1.286,1.286
1072,1.275,1.275,1.285,1.285
1073,1.275,1.275,1.285,1.285
1074,1.275,1.275,1.285,1.285
1075,1.275,1.275,1.285,1.285
1076,1.274,1.274,1.284,1.284
1077,1.274,1.274,1.284,1.284
1078,1.274,1.274,1.284,1.284
1079,1.274,1.274,1.284,1.284
1080,1.273,1.273,1.283,1.283
1081,1.273,1.273,1.283,1.283
1082,1.273,1.273,1.283,1.283
1083,1.273,1.273,1.283,1.283
1084,1.272,1.272,1.282,1.282
1085,1.272,1.272,1.282,1.282
1086,1.272,1.272,1.282,1.282
1087,1.272,1.272,1.282,1.282
1088,1.271,1.271,1.281,1.281
1089,1.271,1.271,1.281,1.281
1090,1.271,1.271,1.281,1.281
1091,1.271,1.271,1.28,1.28
1092,1.27,1.27,1.28,1.28
1093,1.27,1.27,1.28,1.28
1094,1.27,1.27,1.28,1.28
1095,1.27,1.27,1.279,1.279
1096,1.269,1.269,1.279,1.279
1097,1.269,1.269,1.279,1.279
1098,1.269,1.269,1.279,1.279
1099,1.269,1.269,1.278,1.278
1100,1.268,1.268,1.278,1.278
1101,1.268,1.268,1.278,1.278
1102,1.268,1.268,1.278,1.278
1103,1.268,1.268,1.277,1.277
1104,1.267,1.267,1.277,1.277
1105,1.267,1.267,1.277,1.277
1106,1.267,1.267,1.277,1.277
1107,1.267,1.267,1.276,1.276
1108,1.266,1.266,1.276,1.276
1109,1.266,1.266,1.276,1.276
1110,1.266,1.266,1.276,1.276
1111,1.266,1.266,1.275,1.275
1112,1.266,1.266,1.275,1.275
1113,1.265,1.265,1.275,1.275
1114,1.265,1.265,1.275,1.275
1115,1.265,1.265,1.274,1.274
1116,1.265,1.265,1.274,1.274
1117,1.264,1.264,1.274,1.274
1118,1.264,1.264,1.274,1.274
1119,1.264,1.264,1.273,1.273
1120,1.264,1.264,1.273,1.273
1121,1.263,1.263,1.273,1.273
1122,1.263,1.263,1.273,1.273
1123,1.263,1.263,1.272,1.272
1124,1.263,1.263,1.272,1.272
1125,1.262,1.262,1.272,1.272
1126,1.262,1.262,1.272,1.272
1127,1.262,1.262,1.272,1.272
1128,1.262,1.262,1.271,1.271
1129,1.262,1.262,1.271,1.271
1130,1.261,1.261,1.271,1.271
1131,1.261,1.261,1.271,1.271
1132,1.261,1.261,1.27,1.27
1133,1.261,1.261,1.27,1.27
1134,1.26,1.26,1.27,1.27
1135,1.26,1.26,1.27,1.27
1136,1.26,1.26,1.269,1.269
1137,1.26,1.26,1.269,1.269
1138,1.259,1.259,1.269,1.269
1139,1.259,1.259,1.269,1.269
1140,1.259,1.259,1.268,1.268
1141,1.259,1.259,1.268,1.268
1142,1.259,1.259,1.268,1.268
1143,1.258,1.258,1.268,1.268
1144,1.258,1.258,1.267,1.267
1145,1.258,1.258,1.267,1.267
1146,1.258,1.258,1.267,1.267
1147,1.257,1.257,1.267,1.267
1148,1.257,1.257,1.267,1.267
1149,1.257,1.257,1.266,1.266
1150,1.257,1.257,1.266,1.266
1151,1.257,1.257,1.266,1.266
1152,1.256,1.256,1.266,1.266
1153,1.256,1.256,1.265,1.265
1154,1.256,1.256,1.265,1.265
1155,1.256,1.256,1.265,1.265
1156,1.255,1.255,1.265,1.265
1157,1.255,1.255,1.264,1.264
1158,1.255,1.255,1.264,1.264
1159,1.255,1.255,1.264,1.264
1160,1.255,1.255,1.264,1.264
1161,1.254,1.254,1.264,1.264
1162,1.254,1.254,1.263,1.263
1163,1.254,1.254,1.263,1.263
1164,1.254,1.254,1.263,1.263
1165,1.253,1.253,1.263,1.263
1166,1.253,1.253,1.262,1.262
1167,1.253,1.253,1.262,1.262
1168,1.253,1.253,1.262,1.262
1169,1.253,1.253,1.262,1.262
1170,1.252,1.252,1.262,1.262
1171,1.252,1.252,1.261,1.261
1172,1.252,1.252,1.261,1.261
1173,1.252,1.252,1.261,1.261
1174,1.252,1.252,1.261,1.261
1175,1.251,1.251,1.26,1.26
1176,1.251,1.251,1.26,1.26
1177,1.251,1.251,1.26,1.26
1178,1.251,1.251,1.26,1.26
1179,1.25,1.25,1.26,1.26
1180,1.25,1.25,1.259,1.259
1181,1.25,1.25,1.259,1.259
1182,1.25,1.25,1.259,1.259
1183,1.25,1.25,1.259,1.259
1184,1.249,1.249,1.258,1.258
1185,1.249,1.249,1.258,1.258
1186,1.249,1.249,1.258,1.258
1187,1.249,1.249,1.258,1.258
1188,1.249,1.249,1.258,1.258
1189,1.248,1.248,1.257,1.257
1190,1.248,1.248,1.257,1.257
1191,1.248,1.248,1.257,1.257
1192,1.248,1.248,1.257,1.257
1193,1.248,1.248,1.257,1.257
1194,1.247,1.247,1.256,1.256
1195,1.247,1.247,1.256,1.256
1196,1.247,1.247,1.256,1.256
1197,1.247,1.247,1.256,1.256
1198,1.246,1.246,1.255,1.255
1199,1.246,1.246,1.255,1.255
1200,1.246,1.246,1.255,1.255
1201,1.246,1.246,1.255,1.255
1202,1.246,1.246,1.255,1.255
1203,1.245,1.245,1.254,1.254
1204,1.245,1.245,1.254,1.254
1205,1.245,1.245,1.254,1.254
1206,1.245,1.245,1.254,1.254
1207,1.245,1.245,1.254,1.254
1208,1.244,1.244,1.253,1.253
1209,1.244,1.244,1.253,1.253
1210,1.244,1.244,1.253,1.253
1211,1.244,1.244,1.253,1.253
1212,1.244,1.244,1.252,1.252
1213,1.243,1.243,1.252,1.252
1214,1.243,1.243,1.252,1.252
1215,1.243,1.243,1.252,1.252
1216,1.243,1.243,1.252,1.252
1217,1.243,1.243,1.251,1.251
1218,1.242,1.242,1.251,1.251
1219,1.242,1.242,1.251,1.251
1220,1.242,1.242,1.251,1.251
1221,1.242,1.242,1.251,1.251
1222,1.242,1.242,1.25,1.25
1223,1.241,1.241,1.25,1.25
1224,1.241,1.241,1.25,1.25
1225,1.241,1.241,1.25,1.25
1226,1.241,1.241,1.25,1.25
1227,1.241,1.241,1.249,1.249
1228,1.24,1.24,1.249,1.249
1229,1.24,1.24,1.249,1.249
1230,1.24,1.24,1.249,1.249
1231,1.24,1.24,1.249,1.249
1232,1.24,1.24,1.248,1.248
1233,1.239,1.239,1.248,1.248
1234,1.239,1.239,1.248,1.248
1235,1.239,1.239,1.248,1.248
1236,1.239,1.239,1.248,1.248
1237,1.239,1.239,1.247,1.247
1238,1.239,1.239,1.247,1.247
1239,1.238,1.238,1.247,1.247
1240,1.238,1.238,1.247,1.247
1241,1.238,1.238,1.247,1.247
1242,1.238,1.238,1.246,1.246
1243,1.238,1.238,1.246,1.246
1244,1.237,1.237,1.246,1.246
1245,1.237,1.237,1.246,1.246
1246,1.237,1.237,1.246,1.246
1247,1.237,1.237,1.245,1.245
1248,1.237,1.237,1.245,1.245
1249,1.236,1.236,1.245,1.245
1250,1.236,1.236,1.245,1.245
1251,1.236,1.236,1.245,1.245
1252,1.236,1.236,1.244,1.244
1253,1.236,1.236,1.244,1.244
1254,1.235,1.235,1.244,1.244
1255,1.235,1.235,1.244,1.244
1256,1.235,1.235,1.244,1.244
1257,1.235,1.235,1.243,1.243
1258,1.235,1.235,1.243,1.243
1259,1.235,1.235,1.243,1.243
1260,1.234,1.234,1.243,1.243
1261,1.234,1.234,1.243,1.243
1262,1.234,1.234,1.242,1.242
1263,1.234,1.234,1.242,1.242
1264,1.234,1.234,1.242,1.242
1265,1.233,1.233,1.242,1.242
1266,1.233,1.233,1.242,1.242
1267,1.233,1.233,1.242,1.242
1268,1.233,1.233,1.241,1.241
1269,1.233,1.233,1.241,1.241
1270,1.233,1.233,1.241,1.241
1271,1.232,1.232,1.241,1.241
1272,1.232,1.232,1.241,1.241
1273,1.232,1.232,1.24,1.24
1274,1.232,1.232,1.24,1.24
1275,1.232,1.232,1.24,1.24
1276,1.231,1.231,1.24,1.24
1277,1.231,1.231,1.24,1.24
1278,1.231,1.231,1.239,1.239
1279,1.231,1.231,1.239,1.239
1280,1.231,1.231,1.239,1.239
1281,1.231,1.231,1.239,1.239
1282,1.23,1.23,1.239,1.239
1283,1.23,1.23,1.239,1.239
1284,1.23,1.23,1.238,1.238
1285,1.23,1.23,1.238,1.238
1286,1.23,1.23,1.238,1.238
1287,1.229,1.229,1.238,1.238
1288,1.229,1.229,1.238,1.238
1289,1.229,1.229,1.237,1.237
1290,1.229,1.229,1.237,1.237
1291,1.229,1.229,1.237,1.237
1292,1.229,1.229,1.237,1.237
1293,1.228,1.228,1.237,1.237
1294,1.228,1.228,1.236,1.236
1295,1.228,1.228,1.236,1.236
1296,1.228,1.228,1.236,1.236
1297,1.228,1.228,1.236,1.236
1298,1.227,1.227,1.236,1.236
1299,1.227,1.227,1.236,1.236
1300,1.227,1.227,1.235,1.235
1301,1.227,1.227,1.235,1.235
1302,1.227,1.227,1.235,1.235
1303,1.227,1.227,1.235,1.235
1304,1.226,1.226,1.235,1.235
1305,1.226,1.226,1.235,1.235
1306,1.226,1.226,1.234,1.234
1307,1.226,1.226,1.234,1.234
1308,1.226,1.226,1.234,1.234
1309,1.226,1.226,1.234,1.234
1310,1.225,1.225,1.234,1.234
1311,1.225,1.225,1.233,1.233
1312,1.225,1.225,1.233,1.233
1313,1.225,1.225,1.233,1.233
1314,1.225,1.225,1.233,1.233
1315,1.225,1.225,1.233,1.233
1316,1.224,1.224,1.233,1.233
1317,1.224,1.224,1.232,1.232
1318,1.224,1.224,1.232,1.232
1319,1.224,1.224,1.232,1.232
1320,1.224,1.224,1.232,1.232
1321,1.224,1.224,1.232,1.232
1322,1.223,1.223,1.231,1.231
1323,1.223,1.223,1.231,1.231
1324,1.223,1.223,1.231,1.231
1325,1.223,1.223,1.231,1.231
1326,1.223,1.223,1.231,1.231
1327,1.223,1.223,1.231,1.231
1328,1.222,1.222,1.23,1.23
1329,1.222,1.222,1.23,1.23
1330,1.222,1.222,1.23,1.23
1331,1.222,1.222,1.23,1.23
1332,1.222,1.222,1.23,1.23
1333,1.222,1.222,1.23,1.23
1334,1.221,1.221,1.229,1.229
1335,1.221,1.221,1.229,1.229
1336,1.221,1.221,1.229,1.229
1337,1.221,1.221,1.229,1.229
1338,1.221,1.221,1.229,1.229
1339,1.221,1.221,1.229,1.229
1340,1.22,1.22,1.228,1.228
1341,1.22,1.22,1.228,1.228
1342,1.22,1.22,1.228,1.228
1343,1.22,1.22,1.228,1.228
1344,1.22,1.22,1.228,1.228
1345,1.22,1.22,1.228,1.228
1346,1.219,1.219,1.227,1.227
1347,1.219,1.219,1.227,1.227
1348,1.219,1.219,1.227,1.227
1349,1.219,1.219,1.227,1.227
1350,1.219,1.219,1.227,1.227
1351,1.219,1.219,1.227,1.227
1352,1.218,1.218,1.226,1.226
1353,1.218,1.218,1.226,1.226
1354,1.218,1.218,1.226,1.226
1355,1.218,1.218,1.226,1.226
1356,1.218,1.218,1.226,1.226
1357,1.218,1.218,1.226,1.226
1358,1.217,1.217,1.225,1.225
1359,1.217,1.217,1.225,1.225
1360,1.217,1.217,1.225,1.225
1361,1.217,1.217,1.225,1.225
1362,1.217,1.217,1.225,1.225
1363,1.217,1.217,1.225,1.225
1364,1.216,1.216,1.224,1.224
1365,1.216,1.216,1.224,1.224
1366,1.216,1.216,1.224,1.224
1367,1.216,1.216,1.224,1.224
1368,1.216,1.216,1.224,1.224
1369,1.216,1.216,1.224,1.224
1370,1.216,1.216,1.223,1.223
1371,1.215,1.215,1.223,1.223
1372,1.215,1.215,1.223,1.223
1373,1.215,1.215,1.223,1.223
1374,1.215,1.215,1.223,1.223
1375,1.215,1.215,1.223,1.223
1376,1.215,1.215,1.222,1.222
1377,1.214,1.214,1.222,1.222
1378,1.214,1.214,1.222,1.222
1379,1.214,1.214,1.222,1.222
1380,1.214,1.214,1.222,1.222
1381,1.214,1.214,1.222,1.222
1382,1.214,1.214,1.221,1.221
1383,1.214,1.214,1.221,1.221
1384,1.213,1.213,1.221,1.221
1385,1.213,1.213,1.221,1.221
1386,1.213,1.213,1.221,1.221
1387,1.213,1.213,1.221,1.221
1388,1.213,1.213,1.22,1.22
1389,1.213,1.213,1.22,1.22
1390,1.212,1.212,1.22,1.22
1391,1.212,1.212,1.22,1.22
1392,1.212,1.212,1.22,1.22
1393,1.212,1.212,1.22,1.22
1394,1.212,1.212,1.22,1.22
1395,1.212,1.212,1.219,1.219
1396,1.212,1.212,1.219,1.219
1397,1.211,1.211,1.219,1.219
1398,1.211,1.211,1.219,1.219
1399,1.211,1.211,1.219,1.219
1400,1.211,1.211,1.219,1.219
1401,1.211,1.211,1.218,1.218
1402,1.211,1.211,1.218,1.218
1403,1.21,1.21,1.218,1.218
1404,1.21,1.21,1.218,1.218
1405,1.21,1.21,1.218,1.218
1406,1.21,1.21,1.218,1.218
1407,1.21,1.21,1.218,1.218
1408,1.21,1.21,1.217,1.217
1409,1.21,1.21,1.217,1.217
1410,1.209,1.209,1.217,1.217
1411,1.209,1.209,1.217,1.217
1412,1.209,1.209,1.217,1.217
1413,1.209,1.209,1.217,1.217
1414,1.209,1.209,1.216,1.216
1415,1.209,1.209,1.216,1.216
1416,1.209,1.209,1.216,1.216
1417,1.208,1.208,1.216,1.216
1418,1.208,1.208,1.216,1.216
1419,1.208,1.208,1.216,1.216
1420,1.208,1.208,1.216,1.216
1421,1.208,1.208,1.215,1.215
1422,1.208,1.208,1.215,1.215
1423,1.208,1.208,1.215,1.215
1424,1.207,1.207,1.215,1.215
1425,1.207,1.207,1.215,1.215
1426,1.207,1.207,1.215,1.215
1427,1.207,1.207,1.214,1.214
1428,1.207,1.207,1.214,1.214
1429,1.207,1.207,1.214,1.214
1430,1.206,1.206,1.214,1.214
1431,1.206,1.206,1.214,1.214
1432,1.206,1.206,1.214,1.214
1433,1.206,1.206,1.214,1.214
1434,1.206,1.206,1.213,1.213
1435,1.206,1.206,1.213,1.213
1436,1.206,1.206,1.213,1.213
1437,1.205,1.205,1.213,1.213
1438,1.205,1.205,1.213,1.213
1439,1.205,1.205,1.213,1.213
1440,1.205,1.205,1.213,1.213
1441,1.205,1.205,1.212,1.212
1442,1.205,1.205,1.212,1.212
1443,1.205,1.205,1.212,1.212
1444,1.204,1.204,1.212,1.212
1445,1.204,1.204,1.212,1.212
1446,1.204,1.204,1.212,1.212
1447,1.204,1.204,1.211,1.211
1448,1.204,1.204,1.211,1.211
1449,1.204,1.204,1.211,1.211
1450,1.204,1.204,1.211,1.211
1451,1.204,1.204,1.211,1.211
1452,1.203,1.203,1.211,1.211
1453,1.203,1.203,1.211,1.211
1454,1.203,1.203,1.21,1.21
1455,1.203,1.203,1.21,1.21
1456,1.203,1.203,1.21,1.21
1457,1.203,1.203,1.21,1.21
1458,1.203,1.203,1.21,1.21
1459,1.202,1.202,1.21,1.21
1460,1.202,1.202,1.21,1.21
1461,1.202,1.202,1.209,1.209
1462,1.202,1.202,1.209,1.209
1463,1.202,1.202,1.209,1.209
1464,1.202,1.202,1.209,1.209
1465,1.202,1.202,1.209,1.209
1466,1.201,1.201,1.209,1.209
1467,1.201,1.201,1.209,1.209
1468,1.201,1.201,1.208,1.208
1469,1.201,1.201,1.208,1.208
1470,1.201,1.201,1.208,1.208
1471,1.201,1.201,1.208,1.208
1472,1.201,1.201,1.208,1.208
1473,1.2,1.2,1.208,1.208
1474,1.2,1.2,1.208,1.208
1475,1.2,1.2,1.207,1.207
1476,1.2,1.2,1.207,1.207
1477,1.2,1.2,1.207,1.207
1478,1.2,1.2,1.207,1.207
1479,1.2,1.2,1.207,1.207
1480,1.2,1.2,1.207,1.207
1481,1.199,1.199,1.207,1.207
1482,1.199,1.199,1.206,1.206
1483,1.199,1.199,1.206,1.206
1484,1.199,1.199,1.206,1.206
1485,1.199,1.199,1.206,1.206
1486,1.199,1.199,1.206,1.206
1487,1.199,1.199,1.206,1.206
1488,1.198,1.198,1.206,1.206
1489,1.198,1.198,1.206,1.206
1490,1.198,1.198,1.205,1.205
1491,1.198,1.198,1.205,1.205
1492,1.198,1.198,1.205,1.205
1493,1.198,1.198,1.205,1.205
1494,1.198,1.198,1.205,1.205
1495,1.198,1.198,1.205,1.205
1496,1.197,1.197,1.205,1.205
1497,1.197,1.197,1.204,1.204
1498,1.197,1.197,1.204,1.204
1499,1.197,1.197,1.204,1.204
1500,1.197,1.197,1.204,1.204
1501,1.197,1.197,1.204,1.204
1502,1.197,1.197,1.204,1.204
1503,1.196,1.196,1.204,1.204
1504,1.196,1.196,1.203,1.203
1505,1.196,1.196,1.203,1.203
1506,1.196,1.196,1.203,1.203
1507,1.196,1.196,1.203,1.203
1508,1.196,1.196,1.203,1.203
1509,1.196,1.196,1.203,1.203
1510,1.196,1.196,1.203,1.203
1511,1.195,1.195,1.203,1.203
1512,1.195,1.195,1.202,1.202
1513,1.195,1.195,1.202,1.202
1514,1.195,1.195,1.202,1.202
1515,1.195,1.195,1.202,1.202
1516,1.195,1.195,1.202,1.202
1517,1.195,1.195,1.202,1.202
1518,1.195,1.195,1.202,1.202
1519,1.194,1.194,1.201,1.201
1520,1.194,1.194,1.201,1.201
1521,1.194,1.194,1.201,1.201
